DATE / RAOB	ELEV	REPORT	MUCAPE	MUMR	500TEMP	300 T	7-5 LR	5-3 LR	0-3SH	0-6SH	0-9SH	SRH3	SHIP	MODELb
04082800.OUN	357	1.00	4225	16.0	-7.1	-32.5	7.4	6.7	7.0	3.8	3.0	101	0.5	1.5
04081700.TUS	779	1.00	2027	13.1	-8.9	-34.5	7.1	6.9	8.8	13.2	13.3	96	0.5	1.0
04080900.TOP	270	1.00	2676	14.3	-11.5	-36.3	7.4	6.7	5.9	11.9	15.6	82	0.9	0.9
04051200.AMA	1099	1.00	1922	9.7	-11.5	-38.7	8.0	7.4	19.1	15.0	8.4	282	0.7	1.6
04051000.FFC	244	1.00	2006	11.4	-11.1	-38.3	5.4	7.4	4.0	4.7	11.0	-15	0.2	1.9
04032100.FWD	171	1.00	2648	13.1	-15.5	-42.9	8.2	7.5	4.9	12.9	20.8	29	1.4	2.8
04031500.DRT	313	1.00	1498	11.6	-15.5	-43.1	7.0	7.6	6.6	16.8	24.5	123	0.8	1.4
03111712.TOP	270	1.00	1641	11.5	-17.3	-45.7	7.3	7.9	17.8	25.6	32.6	329	1.4	2.7
03090900.TUS	779	1.00	2363	11.5	-8.3	-34.9	7.3	7.1	2.8	7.9	11.8	12	0.3	1.1
03060900.RNK	654	1.00	2965	15.0	-9.1	-36.7	6.2	7.4	18.9	24.1	29.2	134	1.3	1.2
03060200.DDC	790	1.00	1960	11.1	-9.5	-35.3	7.9	6.9	11.9	17.5	20.6	222	0.7	2.0
03052700.ABQ	1620	1.00	713	7.1	-9.9	-37.1	8.3	7.3	3.1	14.7	20.6	12	0.2	0.6
03052600.TFX	1131	1.00	994	8.3	-10.9	-37.7	8.0	7.3	9.1	16.0	15.9	59	0.4	1.3
03051800.XMR	3	1.00	3602	16.0	-9.5	-35.9	7.0	7.1	5.6	8.6	10.7	-7	0.7	0.9
03051800.TBW	13	1.00	3839	16.1	-8.7	-36.5	6.5	7.5	6.2	5.7	11.9	3	0.5	1.1
03051200.JAX	9	1.00	3060	15.9	-7.9	-33.5	6.9	6.8	10.1	13.2	20.0	48	0.7	-999.0
03051100.MHX	11	1.00	3585	16.0	-9.3	-37.7	7.3	7.6	11.9	16.2	15.0	104	1.3	0.9
03050312.BMX	178	1.00	1402	9.7	-16.1	-41.9	7.5	7.1	7.9	13.8	38.5	72	0.6	1.8
03050212.BNA	210	1.00	1865	10.3	-15.3	-44.9	7.0	8.2	12.1	13.0	18.0	55	0.7	2.2
03050100.FFC	244	1.00	1429	11.1	-13.5	-40.1	6.6	7.2	1.0	6.9	6.4	5	0.2	1.6
03043000.OAX	350	1.00	1064	8.9	-16.3	-44.3	7.4	7.8	18.4	29.1	32.0	353	0.9	1.9
03042800.MFL	5	1.00	2735	16.7	-10.7	-35.7	6.4	6.7	12.3	11.7	25.5	83	0.7	0.6
03042400.SHV	79	1.00	1456	13.1	-12.9	-38.9	7.2	7.1	15.2	26.1	36.8	278	1.1	0.6
03041800.DNR	1625	1.00	1063	5.3	-18.1	-47.9	8.6	8.3	5.9	11.0	43.9	41	0.5	0.6
03040500.LZK	78	1.00	1751	10.7	-14.9	-42.5	6.6	7.6	12.6	27.4	33.1	65	1.2	2.3
03032100.DTX	329	1.00	1602	8.7	-21.3	-48.3	6.6	7.7	7.7	13.3	27.1	80	0.8	1.1
03032000.ILX	178	1.00	713	8.0	-21.9	-36.7	6.9	4.2	5.4	3.5	11.4	-26	0.2	1.4
03031500.TBW	13	1.00	3398	15.9	-13.7	-38.1	7.0	6.6	3.9	18.6	27.3	32	1.9	0.9
02080400.SGF	387	1.00	4328	17.7	-5.5	-34.5	6.5	7.7	3.8	1.1	7.6	-11	0.3	1.5
02080300.BMX	178	1.00	5098	18.4	-6.5	-35.1	5.8	7.6	11.5	9.6	10.8	33	0.6	1.4
02072900.AMA	1099	1.00	3610	13.6	-6.5	-32.3	7.8	6.9	13.6	12.5	12.2	164	0.7	2.0
02072700.RAP	1029	1.00	1688	9.4	-9.3	-37.5	7.5	7.6	14.5	21.0	28.6	139	0.7	1.3
02072600.TOP	270	1.00	3390	13.8	-5.9	-33.9	7.5	7.4	11.9	16.9	16.9	168	0.8	2.2
02072000.JAN	133	1.00	3501	17.6	-6.7	-31.9	6.1	6.7	5.7	6.1	7.9	58	0.3	0.6
02070300.LBF	849	1.00	3367	14.1	-5.9	-35.3	7.5	7.8	11.5	14.0	6.2	158	0.7	1.2
02070200.FFC	244	1.00	4268	16.3	-9.7	-36.1	6.6	7.1	7.3	7.8	4.3	46	0.7	0.6
02060700.ABR	396	1.00	2252	9.0	-14.7	-43.9	8.1	8.1	8.2	12.4	18.1	118	0.9	1.2
02060400.CHS	15	1.00	3170	15.2	-10.1	-34.9	7.6	6.7	11.7	9.7	10.8	33	0.8	0.6
02052700.AMA	1099	1.00	2332	9.7	-11.1	-37.9	7.2	7.3	13.0	14.5	11.8	198	0.7	1.4
02051800.CRP	13	1.00	5902	20.3	-10.5	-36.9	7.4	7.1	10.7	22.6	23.2	86	3.4	1.6
02042300.OAX	350	1.00	614	6.4	-23.3	-46.3	7.9	6.5	15.2	26.3	36.6	133	0.8	1.4
02012400.LZK	78	1.00	1343	13.1	-12.7	-41.1	6.6	7.8	20.2	32.5	40.7	290	0.9	0.6
01062600.LBF	849	1.00	3931	12.7	-8.1	-35.3	8.1	7.3	8.1	9.3	8.1	119	0.7	1.5
01062100.ABR	396	1.00	1118	8.1	-19.3	-47.7	7.0	7.9	3.6	4.2	12.4	14	0.3	1.3
01061900.JAX	9	1.00	2584	17.2	-9.5	-35.5	6.1	7.0	5.0	4.8	8.3	13	0.3	0.6
00080700.TOP	270	1.00	4476	17.3	-7.5	-33.1	7.2	6.7	11.7	17.8	22.9	72	1.4	1.8
00072900.ILN	317	1.00	2735	14.3	-11.5	-37.7	6.7	7.1	8.0	13.4	21.0	68	0.9	0.6
00072900.CHS	15	1.00	2462	16.1	-7.5	-34.9	5.6	7.3	3.3	9.3	13.2	4	0.3	0.6
00072800.TOP	270	1.00	3666	15.3	-10.3	-35.3	7.6	6.8	9.1	22.0	26.4	115	2.1	2.6
00072800.LBF	849	1.00	5581	17.1	-7.7	-35.5	8.1	7.5	9.6	25.0	21.1	187	2.8	3.1
00072700.JAN	101	1.00	2066	12.5	-10.7	-35.7	6.4	6.7	4.2	8.0	8.4	-50	0.3	1.0
00072300.OTX	728	1.00	2088	9.0	-12.3	-42.7	8.2	8.3	7.8	17.2	21.1	43	0.9	1.2
00071900.GYX	125	1.00	997	11.4	-13.3	-37.7	6.0	6.6	18.8	27.0	36.1	107	0.6	1.0
00071700.TOP	270	1.00	3927	15.9	-8.7	-31.7	7.9	6.1	14.5	8.9	14.1	198	0.8	2.4
00071500.SHV	79	1.00	4004	17.2	-5.9	-31.1	6.0	6.7	6.2	4.6	8.6	46	0.3	0.6
00071400.GRB	214	1.00	1743	12.0	-12.3	-37.9	6.9	6.9	13.4	21.5	42.9	195	0.9	1.7
00071200.DDC	790	1.00	2941	14.4	-5.5	-30.7	7.2	6.7	10.8	11.3	11.7	196	0.4	1.4
00070700.RAP	966	1.00	4065	14.2	-7.7	-35.3	8.6	7.3	10.8	29.4	33.3	111	2.3	2.1
00070400.DDC	790	1.00	5142	18.1	-7.1	-30.7	7.6	6.4	11.4	9.7	19.2	114	0.9	2.4
00070300.OAX	350	1.00	4633	18.5	-6.3	-32.3	6.9	6.9	9.9	10.6	19.6	133	0.7	1.9
00070300.DDC	790	1.00	4558	17.2	-5.9	-30.9	7.5	6.7	11.7	13.6	22.7	66	0.9	2.4
00070200.RAP	966	1.00	5621	15.6	-9.7	-36.3	8.7	7.3	15.9	21.5	22.7	263	3.3	2.2
00070200.DDC	790	1.00	3566	16.2	-5.7	-34.7	6.6	7.7	5.5	14.2	21.9	38	0.6	1.3
00063000.PIT	373	1.00	1086	9.9	-15.9	-40.5	5.5	6.8	8.1	22.0	37.9	77	0.5	1.8
00062600.TOP	270	1.00	4052	17.8	-8.9	-32.7	7.6	6.4	2.4	1.3	23.9	26	0.6	2.3
00062600.DDC	790	1.00	2618	13.5	-6.1	-32.3	6.7	6.9	14.3	15.8	16.9	51	0.5	1.6
00062300.MHX	11	1.00	4167	18.6	-8.7	-34.1	6.1	6.8	9.7	6.0	6.1	89	0.5	0.6
00062100.TBW	13	1.00	3180	17.1	-8.5	-32.1	6.4	6.4	8.9	12.2	19.0	49	0.7	0.6
00060200.TOP	270	1.00	3517	16.1	-9.3	-34.5	6.9	6.7	4.9	10.4	16.3	39	0.8	0.8
00060200.DVN	229	1.00	3451	16.4	-9.3	-35.5	7.3	7.0	14.2	14.1	11.0	175	1.1	0.6
00060100.ILX	178	1.00	3208	16.1	-9.1	-37.7	7.0	7.7	20.7	17.9	15.6	163	1.2	1.8
00053000.LBF	849	1.00	2258	9.9	-9.7	-37.9	9.2	7.6	16.9	27.2	31.9	294	1.4	1.1
00051400.TLH	21	1.00	3542	15.9	-9.9	-37.7	6.9	7.5	5.4	4.2	4.2	-4	0.5	1.0
00021800.JAN	101	0.88	1866	12.5	-14.9	-43.1	6.7	7.8	16.2	27.5	38.9	270	1.5	0.7
00061100.DDC	790	0.88	3471	14.3	-7.9	-33.9	6.9	6.9	14.0	11.0	20.2	53	0.7	2.4
00061800.RAP	966	0.88	1396	7.4	-18.9	-44.5	7.1	7.2	7.4	14.0	34.9	270	0.7	1.4
00070600.DDC	790	0.88	2581	12.3	-7.5	-31.7	8.5	6.4	10.7	9.4	10.0	97	0.5	1.8
00072800.BMX	178	0.88	2147	13.2	-9.5	-36.3	6.2	7.2	6.0	8.0	11.4	35	0.3	0.7
00080200.DVN	229	0.88	4183	16.6	-9.7	-38.1	6.6	7.6	13.3	11.2	16.4	169	1.0	1.1
00080300.PIT	373	0.88	2780	14.9	-9.7	-37.1	6.2	7.3	9.1	15.5	29.2	81	0.8	0.6
00080400.BNA	180	0.88	3453	16.3	-9.9	-35.1	6.8	6.8	9.1	10.9	16.0	83	0.8	0.6
00080500.LZK	165	0.88	3872	16.1	-6.3	-33.3	5.6	7.3	7.3	9.4	14.6	6	0.4	0.8
00080700.DTX	329	0.88	4231	19.4	-7.3	-31.9	6.0	6.6	10.6	16.6	31.6	78	1.0	0.6
00090300.OAX	350	0.88	3099	12.6	-10.1	-36.3	8.7	7.0	9.5	16.9	21.6	126	1.4	1.4
01062200.DVN	229	0.88	1285	10.3	-18.1	-44.9	6.5	7.5	8.7	10.8	11.8	66	0.4	1.0
01062600.CRP	13	0.88	3837	16.6	-8.5	-35.7	6.4	7.3	7.1	4.0	8.9	53	0.5	0.6
02031000.GSO	270	0.88	819	11.0	-15.3	-41.3	5.8	7.2	19.8	24.6	29.7	236	0.5	1.2
02052900.OAX	350	0.88	2754	13.0	-13.3	-40.9	7.1	7.5	10.0	7.5	7.0	127	0.6	2.6
03031400.TLH	53	0.88	2141	11.6	-13.1	-43.3	6.3	8.3	5.7	10.5	9.0	39	0.5	1.1
03042912.TOP	270	0.88	1617	10.6	-16.9	-43.9	7.8	7.5	11.0	16.7	22.5	238	0.9	2.8
03050400.BIS	506	0.88	1467	8.2	-18.7	-47.3	7.4	8.0	8.8	15.4	16.1	86	0.8	1.6
03060300.JAX	9	0.88	3513	16.1	-10.1	-36.5	7.6	7.1	11.4	11.1	10.3	111	1.0	0.6
03060600.ABR	396	0.88	888	8.1	-19.9	-46.5	6.8	7.5	9.2	17.3	14.2	47	0.5	1.5
03061600.TOP	270	0.88	1944	12.4	-11.9	-38.7	6.4	7.3	5.8	0.8	4.2	3	0.3	1.0
03062000.GGW	700	0.88	1032	9.2	-9.7	-37.5	8.1	7.5	8.3	9.8	17.1	76	0.2	1.3
03101712.JAN	101	0.88	1891	12.8	-11.5	-43.1	6.3	8.6	16.9	25.4	33.9	246	1.1	1.2
03102600.CRP	13	0.88	3408	17.9	-9.9	-35.3	6.3	6.8	9.8	15.2	34.5	17	1.0	0.6
03111800.OAX	350	0.88	957	10.0	-18.3	-43.3	6.8	6.9	20.0	41.2	58.6	88	0.8	2.5
04040900.AMA	1099	0.88	1515	8.2	-16.7	-45.5	7.0	8.0	14.7	17.9	23.0	139	0.8	1.6
04081800.PHX	384	0.88	1709	10.5	-9.1	-35.5	7.3	7.1	6.0	4.8	9.2	15	0.2	0.8
04082700.ABR	396	0.88	1433	10.2	-15.1	-41.5	6.7	7.3	5.3	14.4	40.5	28	0.5	1.5
04091900.LCH	10	0.88	2433	15.9	-6.9	-31.9	5.8	6.6	7.7	4.4	15.6	6	0.2	0.6
04092000.OAK	3	0.88	242	7.3	-17.9	-36.7	5.5	5.2	6.5	27.4	30.4	56	0.2	0.7
04100400.GSO	270	0.88	1385	13.2	-14.9	-40.1	6.5	6.9	10.4	15.2	26.8	101	0.6	1.4
05081300.MAF	872	0.88	1568	12.8	-6.3	-31.7	6.5	6.8	6.9	11.8	13.7	82	0.2	0.6
06013012.JAN	101	0.88	1058	10.0	-20.9	-45.9	7.1	7.0	18.9	38.7	46.0	71	1.1	2.6
06032100.OUN	357	0.88	579	5.4	-25.5	-40.9	7.4	4.4	5.7	16.6	26.7	53	0.5	0.9
06040700.FWD	171	0.88	2831	12.5	-12.5	-42.1	6.2	8.1	20.1	33.5	41.5	40	1.8	2.8
06041200.TOP	270	0.88	726	8.4	-14.3	-42.9	7.0	7.9	23.1	33.2	37.2	232	0.5	2.0
06043000.OTX	728	0.88	499	6.4	-17.9	-44.3	7.3	7.4	8.3	17.3	23.3	75	0.3	0.8
89061200.AMA	1095	0.88	3301	13.2	-11.7	-39.3	8.7	7.5	9.2	12.9	25.2	167	1.4	2.3
89062600.UMN	438	0.88	3812	16.2	-6.9	-33.3	6.3	7.0	2.0	0.7	10.8	-14	0.4	0.6
89062700.DEN	1611	0.88	931	8.6	-11.1	-38.5	7.6	7.5	10.8	14.3	14.3	122	0.3	1.8
89072700.AHN	246	0.88	3996	17.5	-6.9	-33.6	6.5	7.1	7.1	3.5	6.8	66	0.4	0.6
89082500.AHN	246	0.88	3533	16.9	-5.1	-30.7	6.1	6.8	2.7	3.3	8.1	5	0.3	0.6
89082600.AHN	246	0.88	3463	17.1	-5.6	-31.0	5.8	6.7	4.0	11.3	8.6	41	0.4	0.6
89082900.GGG	124	0.88	3979	18.5	-4.6	-29.9	6.0	6.7	1.6	4.1	2.2	3	0.3	0.6
90071000.PIT	360	0.88	3362	16.6	-6.7	-31.4	6.3	6.6	14.3	19.7	14.7	124	0.9	0.6
90073000.AMA	1095	0.88	943	12.2	-7.5	-32.1	6.3	6.5	8.4	12.7	18.1	14	0.2	0.6
90091900.OUN	357	0.88	3878	18.0	-6.7	-31.3	6.2	6.6	12.1	11.9	20.5	119	0.6	0.6
97010900.SIL	8	0.88	909	13.1	-13.6	-37.2	6.7	6.4	33.7	39.7	37.0	511	0.7	-999.0
98062500.DDC	790	0.88	2667	11.9	-7.3	-34.1	8.7	7.2	12.4	25.1	34.7	224	1.2	1.4
90052100.SIL	8	0.85	3505	16.6	-10.6	-35.6	6.7	6.7	10.9	8.4	13.0	70	0.7	0.6
03052100.TBW	13	0.80	2941	15.8	-9.5	-35.9	6.2	7.1	7.1	2.7	5.4	27	0.4	0.6
91051700.JAN	91	0.80	2890	15.5	-8.9	-36.0	6.5	7.3	0.6	1.1	7.8	1	0.4	0.6
00022400.LZK	165	0.75	1590	10.6	-18.1	-45.7	7.0	7.7	17.2	25.0	34.2	270	1.3	2.5
00050300.JAN	101	0.75	1438	12.8	-12.9	-38.5	5.9	7.0	13.9	12.8	7.2	120	0.4	0.6
00052200.LZK	165	0.75	2062	12.1	-13.5	-44.1	6.2	8.4	17.7	22.6	32.5	162	1.1	1.4
00061800.JAX	9	0.75	2677	15.7	-7.9	-34.1	5.7	7.0	7.9	6.0	10.5	61	0.3	0.6
00061900.WAL	41	0.75	2940	17.4	-7.9	-33.5	6.3	6.9	11.6	11.3	9.5	134	0.5	0.6
00062500.JAX	9	0.75	2442	15.6	-10.1	-34.9	6.2	6.6	9.3	9.4	21.8	104	0.5	0.6
00062900.GRB	214	0.75	860	8.9	-18.9	-47.9	6.4	8.1	14.1	17.0	24.4	108	0.5	1.1
00071300.DDC	790	0.75	3064	15.1	-3.7	-31.1	6.1	7.2	9.2	6.2	10.6	0	0.2	0.6
00071300.FWD	196	0.75	3103	14.9	-5.7	-31.9	6.5	6.9	13.9	10.6	11.4	120	0.4	0.8
00071800.JAN	101	0.75	3305	15.8	-5.5	-29.7	6.0	6.3	13.1	13.9	14.4	-56	0.5	0.6
00071900.JAN	101	0.75	3841	17.3	-6.1	-31.7	6.1	6.8	5.7	7.5	6.9	32	0.3	0.6
00072100.TBW	13	0.75	4845	18.9	-6.9	-31.9	6.4	6.6	7.4	7.0	10.7	56	0.5	0.9
00072300.GSO	270	0.75	2443	16.5	-9.1	-32.3	5.7	6.1	6.6	20.6	22.2	88	0.9	0.6
00072400.GGW	700	0.75	3240	10.9	-11.1	-40.3	8.5	7.9	12.5	26.1	22.5	54	2.1	1.4
00080400.LCH	10	0.75	3045	15.7	-7.5	-32.7	5.6	6.7	4.7	2.8	12.8	28	0.3	0.6
00090200.SHV	79	0.75	1896	12.1	-7.5	-32.5	7.0	6.6	5.2	3.2	2.0	15	0.2	0.7
01062400.BIS	506	0.75	4781	13.7	-10.9	-38.3	9.0	7.4	15.0	18.7	27.1	249	2.8	1.7
02030812.ILX	178	0.75	533	7.2	-19.7	-48.7	6.9	8.2	16.1	31.5	49.1	599	0.5	1.3
02051500.PIT	357	0.75	521	5.9	-27.9	-45.7	7.9	5.1	17.3	14.7	14.3	74	0.4	1.1
02060400.JAX	9	0.75	3128	15.3	-8.1	-33.3	6.5	6.7	0.3	3.7	6.5	15	0.4	0.6
02062500.LBF	849	0.75	3690	11.7	-10.3	-37.1	9.2	7.2	5.0	7.2	9.1	45	0.7	1.3
02072000.LZK	78	0.75	6551	21.6	-8.5	-32.7	6.9	6.6	8.7	10.2	6.8	145	1.3	0.9
03031500.OTX	728	0.75	801	6.3	-26.3	-49.9	7.5	6.8	18.3	24.9	28.7	240	1.0	1.5
03032000.SGF	387	0.75	909	7.6	-22.1	-40.1	6.7	5.1	18.2	10.5	8.6	205	0.4	1.4
03040922.XMR	3	0.75	2570	15.5	-10.3	-37.3	5.6	7.3	12.7	31.0	38.3	34	1.3	0.6
03042300.DNR	1625	0.75	1183	6.7	-16.1	-46.5	7.9	8.5	12.2	19.1	35.2	265	0.7	1.2
03050100.DNR	1625	0.75	1011	6.7	-20.1	-46.3	8.0	7.4	12.5	33.5	27.3	108	1.1	1.2
03050200.BMX	178	0.75	2216	12.4	-12.9	-40.7	6.6	7.5	4.6	6.7	7.6	9	0.4	0.7
03052400.PIT	357	0.75	707	10.0	-16.7	-44.5	6.5	7.7	12.1	26.5	23.6	65	0.5	1.0
03060700.MFL	5	0.75	3041	18.2	-6.7	-31.3	5.6	6.5	0.9	2.8	9.3	5	0.3	0.6
03061000.JAX	53	0.75	2482	16.0	-8.7	-33.9	6.7	6.7	10.8	11.3	22.4	13	0.5	0.6
03061222.XMR	3	0.75	2144	17.1	-7.9	-32.5	6.1	6.5	5.2	4.6	6.1	65	0.2	0.6
03061500.SHV	79	0.75	2511	16.2	-9.9	-33.9	6.3	6.4	13.5	21.1	32.8	91	1.1	0.6
03061900.TFX	1131	0.75	1802	8.6	-9.3	-37.5	8.2	7.6	13.1	10.8	13.4	178	0.4	1.0
03062000.BOI	874	0.75	491	7.0	-12.5	-39.7	8.2	7.4	17.9	23.3	18.1	141	0.3	1.0
03062100.RAP	1029	0.75	2338	11.9	-10.3	-36.1	7.2	7.0	15.0	8.1	14.4	137	0.4	2.4
03062200.IAD	93	0.75	1215	10.5	-17.1	-38.3	5.8	5.9	9.3	15.1	9.7	79	0.5	1.1
03090900.GJT	1475	0.75	996	6.8	-12.3	-39.5	9.1	7.4	8.5	17.7	28.1	199	0.5	0.7
03090900.MAF	872	0.75	2389	12.1	-7.9	-36.1	7.0	7.6	12.1	18.1	17.8	222	0.7	2.2
03091000.JAN	101	0.75	1929	15.0	-9.5	-35.3	6.0	6.9	8.1	10.8	22.1	83	0.4	0.6
03111300.BUF	215	0.75	418	8.1	-20.5	-44.7	6.7	6.8	18.0	46.9	65.5	335	0.4	1.5
04030500.LZK	78	0.75	745	12.4	-10.1	-37.1	5.8	7.2	27.8	39.6	53.2	468	0.4	0.6
04051300.OAX	350	0.75	1193	10.5	-13.7	-40.5	6.9	7.3	16.7	24.2	28.7	133	0.7	2.2
04051700.FFC	244	0.75	2077	12.2	-12.1	-39.3	6.4	7.4	2.9	2.0	11.6	0	0.3	0.8
04052300.BUF	215	0.75	1807	13.8	-10.6	-36.5	5.8	7.0	18.8	22.4	24.0	239	0.8	0.6
04081700.PHX	384	0.75	2729	12.6	-7.9	-35.3	7.1	7.3	6.2	8.0	6.2	60	0.4	1.3
04081900.DDC	790	0.75	2146	11.7	-6.3	-34.7	6.2	7.5	10.2	4.3	11.0	15	0.2	0.7
04081900.OTX	728	0.75	1929	9.8	-11.3	-38.9	7.4	7.4	6.2	9.9	15.1	43	0.4	1.5
04082800.JAN	101	0.75	3714	18.0	-7.5	-33.7	6.4	7.0	1.0	2.6	3.6	12	0.4	0.6
04082800.PIT	357	0.75	3258	18.3	-6.1	-31.3	5.6	6.7	10.4	7.8	6.8	106	0.3	0.6
04092800.DNR	1625	0.75	698	7.9	-13.9	-38.7	7.1	6.8	12.4	17.7	21.0	112	0.3	1.0
04100400.CHS	15	0.75	1850	15.3	-10.7	-36.1	6.0	6.9	13.4	22.1	32.7	81	0.9	0.6
05022200.BMX	178	0.75	1749	11.8	-15.9	-43.5	6.8	7.6	19.0	26.1	36.8	174	1.4	1.2
05030700.OAX	350	0.75	324	5.7	-21.9	-50.1	7.4	7.9	13.6	14.9	9.6	156	0.2	0.9
05042612.JAN	101	0.75	993	9.2	-17.3	-43.3	6.9	7.2	15.7	27.2	35.7	336	0.8	2.2
05050500.OTX	728	0.75	1601	7.7	-19.1	-46.9	7.3	7.8	8.5	15.7	22.0	35	0.9	1.4
05082100.OAX	350	0.75	2617	15.5	-6.9	-34.3	6.0	7.3	15.0	14.8	30.9	159	0.5	0.6
05082400.SHV	79	0.75	3397	16.6	-5.3	-30.5	6.1	6.8	11.1	9.2	4.4	72	0.3	0.6
06011400.JAX	9	0.75	1223	12.1	-15.1	-42.3	6.5	7.5	19.7	19.6	26.7	233	0.7	0.7
89052800.CKL	140	0.75	2098	15.4	-8.1	-34.6	6.2	7.1	8.0	11.8	13.5	43	0.4	0.6
89060400.PAH	126	0.75	3338	16.4	-9.7	-37.6	5.8	7.5	15.5	14.2	14.7	90	0.9	0.6
89060700.AHN	246	0.75	2402	14.2	-13.0	-38.1	6.6	6.8	2.7	12.3	18.6	37	0.8	0.6
89061300.CKL	140	0.75	2677	16.1	-8.6	-32.8	6.1	6.4	11.5	15.9	7.3	102	0.7	0.6
89061500.AHN	246	0.75	1717	14.7	-7.5	-31.3	5.5	6.3	11.8	10.0	9.8	91	0.2	0.6
89061600.ACY	23	0.75	2243	16.5	-7.6	-34.5	5.9	7.2	19.5	18.8	19.1	217	0.6	0.6
89062200.CKL	140	0.75	2986	16.1	-10.1	-37.3	6.7	7.3	6.8	10.0	8.5	76	0.7	0.6
89062300.GRB	210	0.75	1729	14.6	-8.4	-34.6	6.2	7.0	10.0	10.7	10.8	139	0.3	-999.0
89062300.OUN	357	0.75	3217	16.0	-7.1	-34.1	5.9	7.2	6.9	12.8	14.9	113	0.6	0.6
89062700.PIT	360	0.75	2924	16.0	-9.1	-33.7	6.8	6.6	7.9	8.1	4.9	69	0.5	0.6
89070800.AHN	246	0.75	2876	16.8	-6.5	-32.3	5.8	6.8	4.3	4.1	4.8	33	0.2	0.6
89071100.DDC	791	0.75	1858	11.9	-8.1	-35.3	7.6	7.3	12.4	8.5	14.0	249	0.3	2.1
89072900.SIL	8	0.75	4031	18.8	-6.8	-31.8	6.3	6.6	3.9	4.1	4.4	37	0.4	0.6
89073000.PAH	126	0.75	3630	17.9	-7.0	-33.2	6.4	7.0	7.4	11.4	9.0	58	0.6	0.6
89073100.TOP	268	0.75	2685	14.5	-6.4	-31.4	6.7	6.7	12.0	9.8	13.0	117	0.4	0.6
89081200.GRB	210	0.75	1782	11.3	-14.8	-41.6	6.7	7.3	3.9	4.1	9.5	39	0.3	0.6
89081900.HON	392	0.75	984	13.1	-7.6	-33.3	7.1	6.8	12.1	14.0	17.9	244	0.2	-999.0
89102800.OUN	357	0.75	1679	12.0	-12.7	-39.4	6.8	7.3	8.3	10.1	27.1	115	0.4	1.0
90033100.TBW	13	0.75	2515	14.8	-10.0	-38.4	5.6	7.7	12.0	14.0	15.0	135	0.6	0.6
90042100.OUN	362	0.75	1915	12.4	-14.1	-40.9	6.5	7.3	13.1	25.3	31.9	138	1.3	1.7
90042200.SEP	399	0.75	2775	13.3	-11.7	-40.8	6.5	7.9	8.1	10.2	20.8	98	0.7	1.0
90042400.1M1	172	0.75	2374	12.8	-12.6	-40.0	6.7	7.5	6.6	14.0	8.3	56	0.9	0.9
90052500.MAF	873	0.75	3262	13.1	-7.2	-34.0	7.9	7.2	12.4	22.0	30.6	97	1.3	1.8
90060400.PIT	360	0.75	390	9.5	-12.5	-36.7	5.6	6.5	14.6	26.0	37.7	57	0.2	0.6
90060700.TBW	13	0.75	3262	17.0	-8.6	-34.5	6.0	6.9	4.1	1.6	7.3	8	0.4	0.6
90061000.AHN	246	0.75	2847	14.8	-8.2	-33.4	5.9	6.7	5.6	8.6	9.9	50	0.4	0.6
90070300.SLI	8	0.75	3250	18.4	-5.7	-32.8	5.8	7.2	7.5	11.8	14.5	79	0.4	0.6
90070800.TBW	13	0.75	5452	20.0	-8.1	-31.6	6.5	6.2	5.9	7.8	15.4	11	0.7	0.6
90072200.CHS	13	0.75	3537	18.4	-7.5	-32.4	6.2	6.7	7.1	8.3	10.2	88	0.4	0.6
90072200.PAH	126	0.75	2541	16.9	-5.6	-30.4	5.7	6.6	11.4	13.3	15.3	80	0.4	0.6
90072700.DDC	791	0.75	3550	14.7	-7.0	-32.7	7.6	6.8	6.0	7.6	7.2	84	0.5	2.2
90072800.TOP	268	0.75	3231	16.5	-7.8	-32.8	6.7	6.6	9.8	8.8	11.3	281	0.5	0.9
90073100.JAN	91	0.75	2834	14.6	-7.3	-33.8	6.1	7.0	0.7	5.1	4.3	-3	0.3	0.6
90080400.STC	315	0.75	2284	13.1	-12.5	-34.8	7.3	6.0	8.7	5.3	20.0	45	0.5	1.4
90081400.ALB	86	0.75	1251	14.6	-7.6	-33.8	5.7	7.0	20.7	31.1	21.6	261	0.5	0.6
90081400.MAF	873	0.75	1598	13.7	-7.1	-32.0	6.2	6.6	2.3	4.4	16.6	35	0.2	0.6
90081700.CHS	13	0.75	3949	19.5	-6.9	-32.2	5.7	6.7	11.2	14.2	20.9	101	0.7	0.6
90081900.DEN	1611	0.75	1982	11.7	-7.8	-35.3	7.6	7.4	6.4	10.2	22.1	25	0.3	1.7
90082000.PIA	200	0.75	4350	19.3	-6.5	-31.2	6.2	6.5	9.4	12.0	9.9	67	0.7	0.6
90082200.BNA	180	0.75	2619	15.5	-6.1	-32.3	6.1	6.9	8.7	9.1	12.7	-10	0.3	0.6
90082300.GGG	124	0.75	3016	16.2	-5.9	-30.3	6.0	6.4	5.3	1.3	5.5	35	0.2	0.6
90082500.OUN	357	0.75	2800	15.7	-6.4	-31.1	6.6	6.6	5.3	5.0	11.9	63	0.3	0.6
90082500.OVN	400	0.75	3418	17.2	-7.1	-33.6	6.4	7.0	10.0	12.0	21.9	181	0.6	0.7
90083000.ACY	23	0.75	2413	15.2	-9.3	-34.4	5.8	6.8	9.0	13.9	22.7	62	0.6	0.6
